N,P,K,Temperature,Humidity,Rainfall,Label,Yield (kg/ha),Soil_Moisture (%)
113.664,12.709,52.009,28.077,94.614,143.94,muskmelon,6737.642,31.195
95.809,18.474,54.353,30.168,92.427,165.04,muskmelon,7690.972,34.823
109.962,3.594,54.37,30.258,92.89,143.582,muskmelon,8434.205,18.274
81.924,25.517,54.692,28.633,94.839,139.122,muskmelon,8277.011,34.486
115.562,16.175,58.623,28.472,90.05,248.994,muskmelon,6861.713,30.181
110.699,5.523,47.629,28.897,89.773,216.932,muskmelon,8632.834,34.722
93.845,5.492,56.653,28.698,92.075,103.317,muskmelon,7895.481,28.11
123.24,28.455,44.486,27.468,95.234,206.841,muskmelon,9434.527,30.51
77.745,30.326,42.111,29.758,93.364,153.258,muskmelon,8683.719,28.784
91.929,21.748,48.481,28.135,89.886,151.989,muskmelon,9431.25,30.44
95.193,22.438,43.355,28.974,93.581,153.416,muskmelon,8000.807,25.098
86.995,18.911,53.14,27.326,95.602,103.312,muskmelon,8935.739,27.412
96.952,8.847,54.661,28.643,91.466,138.719,muskmelon,8924.194,22.5
88.813,15.43,47.99,29.969,92.162,171.146,muskmelon,7265.207,29.242
121.946,26.675,44.738,27.644,96.888,171.047,muskmelon,6927.194,32.284
103.985,23.994,48.129,28.035,90.71,162.995,muskmelon,7557.633,26.773
110.326,27.411,35.634,28.301,90.436,171.828,muskmelon,7387.739,30.551
105.261,8.967,50.322,27.386,88.216,144.778,muskmelon,8078.247,23.194
98.525,24.852,48.413,29.424,92.674,176.233,muskmelon,8839.935,33.942
113.945,7.7,44.253,27.786,97.608,143.177,muskmelon,6814.156,31.02
118.609,26.487,45.442,28.36,90.861,189.151,muskmelon,8976.216,30.478
114.261,9.405,47.304,27.622,90.779,141.969,muskmelon,6881.553,30.01
111.001,22.377,45.169,29.389,94.254,196.837,muskmelon,8382.94,29.359
114.922,23.116,51.421,27.986,93.61,128.609,muskmelon,8525.882,30.598
82.456,23.99,45.703,28.338,94.204,133.322,muskmelon,8312.318,20.599
102.387,26.424,58.197,29.472,91.107,220.074,muskmelon,7194.565,38.402
95.878,23.608,46.861,28.748,90.695,131.449,muskmelon,7921.896,27.09
86.796,11.141,46.856,28.507,90.727,134.52,muskmelon,7986.397,30.472
93.929,22.325,45.496,27.66,92.371,164.244,muskmelon,8312.871,42.932
81.33,14.725,45.957,29.451,92.588,141.559,muskmelon,5859.43,32.983
94.753,27.166,46.83,29.461,96.092,156.101,muskmelon,7601.05,31.224
116.773,25.617,50.654,28.737,93.363,160.331,muskmelon,7508.275,38.385
110.964,7.857,49.154,29.317,96.221,129.081,muskmelon,7422.419,31.186
83.643,22.254,53.566,27.529,89.337,139.053,muskmelon,6620.015,27.631
84.344,17.321,52.694,29.031,93.114,126.122,muskmelon,8116.699,33.974
79.601,19.06,56.12,28.417,95.933,102.386,muskmelon,7592.749,26.118
94.151,17.602,44.081,29.346,89.092,163.097,muskmelon,9711.328,28.172
98.491,26.258,57.757,29.275,91.864,238.325,muskmelon,7717.473,23.093
116.039,17.998,52.397,28.051,91.32,167.819,muskmelon,7102.23,41.736
110.891,9.542,48.278,28.358,90.864,129.376,muskmelon,7960.035,29.507
98.236,9.839,50.964,28.762,92.711,124.799,muskmelon,8765.399,29.16
115.975,20.054,53.649,27.686,93.785,201.96,muskmelon,9836.566,29.131
102.248,19.305,46.459,27.75,90.046,150.789,muskmelon,6907.426,25.116
113.884,19.211,55.23,28.189,91.57,162.373,muskmelon,8993.11,31.151
118.673,8.401,58.011,29.612,92.363,204.582,muskmelon,6446.25,35.581
113.383,28.332,49.886,29.222,89.445,236.191,muskmelon,7420.523,26.423
109.414,6.088,53.741,27.123,93.066,187.091,muskmelon,8409.214,30.16
85.358,22.8,51.074,28.086,91.2,134.546,muskmelon,6435.042,39.813
87.05,19.021,54.216,27.85,94.541,124.262,muskmelon,10532.766,35.034
110.475,15.187,45.049,29.524,92.921,173.853,muskmelon,8091.351,29.627
108.764,9.029,50.551,29.294,96.516,178.495,muskmelon,8466.023,26.827
120.213,6.625,58.567,29.66,92.466,184.937,muskmelon,9474.229,33.073
88.664,6.336,47.152,30.174,91.668,143.106,muskmelon,6559.195,38.102
83.923,21.321,47.507,29.101,88.679,164.202,muskmelon,8316.578,28.532
97.293,12.5,50.495,29.674,94.249,170.49,muskmelon,10131.943,33.498
109.697,12.136,46.627,29.615,94.708,179.27,muskmelon,8965.208,31.243
105.641,14.18,50.15,28.002,95.135,130.711,muskmelon,7131.374,38.087
111.924,27.022,54.521,28.879,87.783,274.854,muskmelon,6808.02,32.878
94.55,12.085,48.744,28.794,91.384,146.437,muskmelon,9181.895,36.559
85.997,19.702,52.08,27.426,94.806,113.485,muskmelon,5009.622,24.208
118.736,24.785,54.389,29.049,95.181,221.386,muskmelon,8454.078,28.774
106.34,18.666,51.208,29.575,92.152,137.983,muskmelon,8240.863,30.44
91.553,20.729,45.034,30.065,92.811,185.343,muskmelon,9616.496,23.048
107.056,25.575,40.398,28.223,91.409,217.186,muskmelon,6660.186,16.946
93.683,15.961,44.043,29.464,95.112,130.316,muskmelon,8306.484,27.476
91.563,19.195,46.283,30.624,93.302,166.175,muskmelon,8405.404,21.593
80.932,19.214,49.849,27.768,90.514,139.754,muskmelon,7893.335,26.632
103.397,8.263,46.374,27.579,93.86,155.232,muskmelon,8422.086,28.248
103.816,9.68,37.338,28.736,92.869,145.881,muskmelon,8816.938,32.193
114.312,4.882,45.79,28.4,91.499,161.031,muskmelon,8077.454,28.905
112.688,22.826,48.551,29.29,95.874,162.943,muskmelon,8619.177,27.264
117.949,17.963,55.534,27.628,89.785,229.152,muskmelon,9531.01,23.826
84.263,20.119,43.956,26.914,93.554,109.645,muskmelon,8344.362,21.785
104.121,29.102,47.442,27.574,90.27,161.042,muskmelon,9609.032,24.717
87.866,30.328,46.048,30.285,89.152,169.4,muskmelon,9074.648,25.883
80.741,6.779,44.633,28.581,89.734,131.202,muskmelon,6856.301,34.794
120.443,20.25,48.953,27.976,90.282,224.757,muskmelon,8450.465,32.684
102.664,10.512,52.062,27.585,91.331,163.851,muskmelon,8858.747,34.248
118.145,17.489,52.707,28.128,95.688,171.544,muskmelon,9364.651,29.983
99.426,31.755,53.888,29.687,88.765,213.098,muskmelon,8316.514,28.872
89.891,18.118,52.198,27.192,94.055,142.424,muskmelon,7854.092,28.701
120.055,19.328,51.707,28.24,91.358,184.844,muskmelon,8401.008,29.83
116.214,8.6,50.022,28.889,92.429,159.549,muskmelon,8942.533,36.265
115.197,8.106,54.463,29.436,94.111,177.088,muskmelon,8764.964,32.156
80.832,16.652,50.71,28.504,88.898,137.48,muskmelon,7240.646,30.412
101.669,23.485,53.783,27.488,90.18,146.519,muskmelon,7359.68,40.787
97.746,3.912,42.436,28.35,95.995,112.619,muskmelon,7889.163,29.924
111.953,24.502,46.845,27.743,89.805,168.891,muskmelon,8723.028,30.882
113.671,25.761,50.269,29.327,92.635,207.211,muskmelon,8946.496,23.238
110.974,14.821,59.371,28.432,92.59,176.872,muskmelon,7795.6,34.033
87.519,19.556,48.281,30.359,89.98,191.476,muskmelon,7240.885,25.805
97.496,24.101,51.761,28.777,93.513,183.414,muskmelon,6170.31,30.946
89.554,21.439,51.656,28.817,93.055,173.454,muskmelon,7891.382,33.275
103.223,20.733,45.911,28.678,93.378,166.698,muskmelon,8339.947,27.147
115.805,8.937,53.379,29.143,93.941,175.332,muskmelon,7678.009,28.667
92.636,19.544,51.529,30.161,92.291,145.93,muskmelon,8453.333,30.596
111.491,6.688,47.899,28.433,92.293,148.403,muskmelon,8592.709,23.12
110.403,15.946,58.598,28.056,91.359,218.287,muskmelon,8057.127,26.582
117.977,13.953,45.375,28.328,89.501,168.075,muskmelon,8655.061,35.581
107.83,5.807,47.835,28.238,93.212,101.369,muskmelon,8002.667,24.82
91.155,23.775,42.681,27.288,88.574,147.3,muskmelon,8440.125,17.165
118.644,8.139,47.307,30.124,91.474,216.34,muskmelon,7462.132,33.559
97.922,24.886,44.119,27.562,90.573,135.608,muskmelon,7414.242,33.021
113.67,16.546,55.37,28.188,92.67,227.184,muskmelon,8303.63,20.853
113.107,18.638,48.379,29.066,96.336,164.108,muskmelon,7588.383,32.411
90.613,22.377,48.692,30.633,93.841,199.174,muskmelon,8184.126,40.132
112.776,7.894,53.736,29.003,95.619,177.637,muskmelon,8341.364,26.878
108.456,14.175,43.554,29.216,95.973,153.611,muskmelon,6941.664,33.055
85.757,12.991,50.868,29.46,93.588,136.691,muskmelon,10146.445,30.587
98.911,13.047,46.915,28.81,94.159,114.851,muskmelon,7830.42,25.516
93.231,8.763,53.289,28.754,91.381,164.898,muskmelon,9000.69,35.22
87.148,15.349,53.541,30.034,91.459,140.184,muskmelon,8129.283,26.031
85.822,21.378,50.805,26.98,95.366,93.27,muskmelon,8428.578,27.361
90.679,15.577,51.12,28.926,91.858,153.228,muskmelon,8307.958,24.576
83.62,24.2,46.168,27.922,95.893,117.718,muskmelon,6696.352,27.989
94.846,29.599,44.913,27.979,90.728,139.99,muskmelon,9116.759,37.537
106.272,25.841,55.757,28.894,93.338,197.788,muskmelon,8002.275,32.492
97.638,13.442,46.545,29.201,90.351,181.769,muskmelon,8127.829,20.034
110.265,25.844,48.988,28.596,93.645,140.495,muskmelon,6888.781,31.102
98.404,30.005,50.172,29.018,90.174,204.528,muskmelon,8243.948,30.222
83.409,13.706,43.435,28.926,95.688,108.142,muskmelon,7977.717,34.098
85.907,7.286,49.385,28.938,89.008,166.429,muskmelon,7781.168,25.142
91.982,27.574,51.084,28.103,92.272,152.536,muskmelon,9568.939,22.614
97.277,28.791,54.038,29.232,91.154,214.586,muskmelon,8064.939,34.395
99.954,6.006,43.881,28.982,93.615,146.621,muskmelon,9210.367,22.262
114.733,17.91,55.789,27.448,91.715,169.575,muskmelon,8419.513,33.547
99.882,25.01,54.732,27.838,88.06,204.636,muskmelon,7834.357,24.896
96.678,13.556,46.178,26.935,90.697,133.304,muskmelon,7581.554,33.693
83.193,30.248,47.218,28.784,92.96,138.602,muskmelon,7252.161,32.506
117.816,22.887,54.376,29.234,90.164,251.214,muskmelon,7294.692,33.526
102.577,14.599,47.922,28.951,93.285,173.352,muskmelon,7830.107,26.463
120.283,25.156,59.344,29.367,90.845,236.569,muskmelon,8008.414,28.122
85.188,18.8,62.12,28.27,90.156,194.008,muskmelon,9568.389,29.711
120.521,9.229,44.131,29.342,90.367,212.112,muskmelon,9620.655,26.937
84.996,14.496,46.369,29.315,90.881,148.405,muskmelon,7252.271,30.965
95.816,7.703,45.164,27.199,88.859,149.254,muskmelon,9207.197,32.58
115.238,20.695,53.807,27.986,92.631,177.853,muskmelon,8630.622,30.15
87.128,19.249,45.163,27.082,94.845,86.495,muskmelon,8505.707,33.34
115.296,5.406,47.411,27.516,94.102,132.274,muskmelon,8980.684,28.56
109.026,18.01,44.943,28.046,89.79,184.094,muskmelon,8040.465,29.926
86.717,15.578,49.489,29.82,92.968,149.374,muskmelon,7192.162,26.027
84.606,29.53,51.396,30.321,91.92,163.012,muskmelon,8042.528,32.721
88.32,0.795,44.786,29.791,89.302,144.374,muskmelon,8123.567,28.739
103.358,24.287,54.608,29.105,96.137,146.117,muskmelon,6729.609,30.764
115.139,21.695,53.758,29.103,93.508,186.546,muskmelon,10141.74,27.071
105.965,29.072,47.493,28.967,92.888,179.489,muskmelon,5790.857,28.638
95.914,28.748,61.072,27.053,93.845,166.596,muskmelon,5683.17,22.896
85.257,8.781,38.11,29.17,89.316,138.196,muskmelon,8013.999,30.634
86.274,16.818,51.366,29.39,89.879,141.141,muskmelon,7568.24,33.711
118.872,19.686,50.661,27.764,95.033,182.689,muskmelon,9835.35,34.641
109.733,9.29,43.361,29.623,93.024,163.196,muskmelon,8215.32,32.377
84.309,17.889,51.564,30.19,92.472,167.514,muskmelon,7227.931,33.887
107.8,17.608,53.431,27.842,93.44,174.683,muskmelon,7485.751,37.684
81.888,7.043,52.754,28.434,92.738,118.168,muskmelon,9198.364,25.341
94.458,24.696,54.785,29.492,91.527,166.172,muskmelon,9002.135,28.628
116.33,13.223,54.476,27.165,91.97,149.861,muskmelon,7698.823,25.806
109.031,29.162,56.779,28.166,90.026,173.585,muskmelon,7617.141,36.127
95.147,15.98,47.546,29.82,93.379,174.489,muskmelon,9037.052,34.821
121.453,6.214,51.535,29.763,90.779,145.53,muskmelon,8393.753,35.936
118.723,25.724,60.195,29.054,92.417,214.804,muskmelon,7969.91,28.843
112.206,3.268,51.259,28.574,89.997,145.744,muskmelon,8083.256,34.708
115.572,23.802,52.316,28.896,91.365,213.535,muskmelon,8872.019,33.837
97.428,22.708,48.676,29.003,89.327,167.022,muskmelon,9330.697,39.494
98.487,22.922,54.919,28.933,92.92,162.655,muskmelon,7482.006,36.237
78.997,28.092,40.834,28.894,92.594,114.72,muskmelon,7940.544,27.226
83.149,20.758,45.864,29.306,92.8,143.104,muskmelon,6327.857,34.579
84.634,23.39,51.893,29.834,91.792,166.831,muskmelon,7631.382,30.307
115.977,25.543,49.769,28.328,90.973,174.03,muskmelon,7535.262,33.586
118.079,27.546,51.606,29.356,93.001,180.57,muskmelon,7845.02,37.301
91.16,17.963,40.253,27.974,91.411,167.952,muskmelon,9507.096,17.932
100.064,7.389,46.173,29.324,94.927,136.054,muskmelon,8277.067,26.159
99.912,1.09,42.762,27.622,90.635,104.415,muskmelon,7772.761,20.929
111.947,2.662,45.935,27.988,91.394,137.077,muskmelon,8002.267,34.282
108.657,17.389,54.747,27.52,91.632,174.424,muskmelon,7523.83,32.655
90.04,17.578,51.121,29.095,94.2,140.939,muskmelon,6580.453,30.434
101.579,9.848,51.214,27.737,95.25,151.013,muskmelon,8913.737,38.197
116.329,14.648,52.055,28.364,95.318,184.374,muskmelon,6717.242,32.275
97.499,7.64,43.1,27.92,89.786,109.407,muskmelon,9160.089,36.399
118.152,26.935,51.746,29.843,91.001,184.205,muskmelon,7488.876,37.787
94.817,5.055,51.656,28.972,94.101,145.345,muskmelon,8297.282,22.526
92.526,20.985,50.472,29.449,90.779,179.646,muskmelon,8257.58,22.922
109.366,8.352,51.939,29.926,95.048,151.921,muskmelon,7962.258,32.976
118.284,29.606,46.856,28.691,91.558,236.816,muskmelon,6889.978,37.515
109.433,22.898,41.622,29.07,92.73,161.519,muskmelon,7862.704,31.567
97.622,27.292,46.296,27.581,94.07,131.821,muskmelon,7426.679,37.248
92.883,6.815,47.769,27.68,90.704,107.285,muskmelon,6546.483,32.305
110.238,22.07,43.831,29.534,91.895,165.685,muskmelon,9849.736,31.571
108.3,5.127,43.369,28.016,92.354,137.679,muskmelon,8825.246,21.398
111.105,27.819,46.559,28.982,86.516,219.424,muskmelon,8490.733,16.255
116.954,9.395,55.253,29.497,90.603,240.738,muskmelon,7581.086,30.741
101.155,17.289,52.911,30.065,90.243,185.14,muskmelon,8145.694,26.694
124.094,9.146,47.812,29.561,93.622,207.488,muskmelon,7873.556,30.271
113.18,15.784,54.813,28.803,92.141,198.022,muskmelon,10341.371,32.051
121.368,25.252,56.218,27.935,94.695,224.704,muskmelon,8728.873,29.07
117.683,6.322,51.212,29.412,91.203,165.118,muskmelon,7660.287,38.651
112.541,13.269,49.465,28.245,92.218,142.344,muskmelon,8556.379,31.51
93.397,13.679,53.226,28.524,96.85,118.747,muskmelon,7403.037,25.612
120.808,21.128,59.962,28.827,94.208,217.943,muskmelon,9207.56,29.606
93.787,8.763,48.841,30.277,96.259,135.274,muskmelon,7381.055,25.965
113.313,27.731,44.855,29.446,91.744,207.505,muskmelon,6839.93,29.181
111.769,21.452,46.773,28.459,90.653,158.981,muskmelon,6372.569,28.286
106.811,17.794,49.898,28.329,93.963,147.038,muskmelon,8396.501,27.531
101.451,16.501,50.766,30.451,93.274,176.768,muskmelon,7286.009,39.741
86.684,24.546,49.606,29.338,91.255,167.677,muskmelon,7124.602,35.438
80.154,22.735,56.439,28.825,94.505,128.632,muskmelon,6666.99,34.365
118.221,10.807,50.22,28.339,91.693,155.758,muskmelon,6990.558,39.057
106.673,22.156,59.188,27.442,93.394,144.49,muskmelon,8240.19,22.496
114.561,3.895,54.386,29.608,92.25,176.018,muskmelon,8017.444,38.693
101.105,8.536,46.717,27.537,89.789,145.301,muskmelon,8109.738,28.589
83.721,25.386,43.468,27.856,93.876,119.332,muskmelon,7160.984,24.25
96.815,9.234,55.185,29.075,91.447,144.931,muskmelon,8620.9,29.722
83.579,30.961,43.074,28.568,93.602,158.279,muskmelon,7560.234,23.308
76.056,11.764,57.943,29.234,90.43,146.2,muskmelon,6869.283,29.69
116.446,10.438,48.477,28.846,90.462,218.76,muskmelon,7393.869,36.95
114.74,7.957,51.137,28.822,90.637,175.069,muskmelon,7029.127,29.071
112.541,20.141,48.827,29.011,93.395,195.749,muskmelon,6282.337,28.365
84.769,12.455,46.107,28.877,95.068,154.233,muskmelon,8845.17,29.387
89.361,23.97,52.907,26.798,93.637,83.726,muskmelon,7985.789,35.2
109.37,17.973,48.35,27.867,96.063,148.387,muskmelon,8814.999,26.312
109.223,17.707,52.852,27.203,91.994,160.216,muskmelon,8255.714,26.096
112.815,30.777,49.762,28.927,92.197,216.59,muskmelon,7334.389,22.92
87.684,20.973,49.257,27.545,92.805,110.666,muskmelon,8128.925,28.452
112.784,29.928,56.133,29.33,90.607,179.484,muskmelon,7680.127,31.663
80.35,25.245,49.576,28.485,91.366,168.413,muskmelon,8407.828,23.548
95.017,13.691,52.897,29.503,97.876,130.014,muskmelon,8504.081,30.149
103.513,12.72,44.024,30.323,93.427,135.42,muskmelon,7768.767,32.227
84.057,21.127,50.572,29.427,90.786,193.631,muskmelon,6421.362,34.249
96.065,22.831,47.514,29.83,94.85,178.806,muskmelon,7284.975,24.909
109.091,5.693,50.964,28.244,89.807,147.563,muskmelon,9330.839,28.487
113.706,17.961,41.592,27.179,95.135,144.617,muskmelon,7875.601,32.075
84.069,4.099,46.778,30.005,89.613,202.385,muskmelon,8651.419,30.372
114.733,24.719,52.532,27.336,99.757,186.752,muskmelon,6747.519,27.484
114.204,10.606,49.352,29.362,94.973,135.233,muskmelon,9111.402,28.239
93.55,19.158,47.447,29.268,92.194,132.117,muskmelon,6107.451,32.539
85.934,11.302,43.569,28.561,91.569,130.132,muskmelon,7812.334,29.347
115.768,17.816,47.25,27.747,92.806,155.984,muskmelon,7801.435,31.436
80.119,11.261,50.151,29.591,94.092,135.235,muskmelon,9419.876,30.393
111.137,16.126,45.659,26.655,94.123,142.352,muskmelon,8591.205,38.421
106.126,24.295,57.375,28.102,89.11,176.548,muskmelon,6871.574,34.603
82.265,26.756,48.249,28.548,93.559,113.82,muskmelon,9276.678,34.406
104.691,25.171,47.443,27.839,91.979,166.044,muskmelon,7266.424,27.669
88.718,14.971,50.654,30.394,95.197,148.632,muskmelon,7848.816,39.964
95.849,20.766,53.184,30.467,91.227,200.367,muskmelon,8981.382,29.501
115.685,17.56,61.439,27.449,93.527,175.613,muskmelon,9402.563,32.627
89.987,25.916,47.022,29.118,92.984,210.636,muskmelon,9103.609,21.552
82.185,23.63,55.217,29.794,97.315,169.494,muskmelon,7242.975,28.346
103.252,22.322,48.407,29.427,92.701,165.423,muskmelon,7609.844,16.571
101.036,23.288,46.969,27.854,89.556,188.968,muskmelon,9585.423,32.109
93.502,28.112,47.185,27.825,93.795,154.524,muskmelon,5700.863,30.305
113.698,30.464,47.488,28.271,89.371,174.074,muskmelon,7636.193,31.292
82.857,15.439,49.463,28.438,92.553,92.462,muskmelon,9593.883,26.326
88.069,11.958,45.218,28.918,94.461,119.393,muskmelon,5574.489,28.448
104.896,13.663,50.825,27.457,89.83,131.369,muskmelon,8787.587,37.036
113.097,27.444,50.667,29.055,90.264,173.468,muskmelon,7719.678,27.795
103.19,26.07,48.984,27.886,91.624,173.981,muskmelon,7941.775,27.504
86.254,25.126,48.401,27.018,92.258,151.469,muskmelon,7274.613,16.497
83.875,21.067,58.027,29.502,90.415,187.282,muskmelon,8968.259,34.194
91.167,12.339,45.069,29.662,90.314,146.952,muskmelon,8200.778,23.219
89.38,4.396,43.837,30.032,92.707,140.933,muskmelon,8353.258,27.596
114.329,14.15,60.6,26.478,90.939,167.497,muskmelon,7378.957,27.009
86.724,11.542,43.878,29.291,88.08,158.422,muskmelon,7558.895,42.225
80.966,19.994,52.077,28.091,91.591,150.876,muskmelon,8471.926,29.763
108.032,28.938,49.384,29.245,86.939,196.713,muskmelon,7968.906,15.852
87.613,7.44,46.345,29.572,90.145,155.679,muskmelon,7665.684,26.362
99.884,9.837,49.788,27.458,93.664,113.619,muskmelon,8333.848,28.844
122.184,27.307,54.302,29.118,89.435,279.75,muskmelon,7127.65,27.949
112.726,2.607,47.56,27.351,89.916,125.968,muskmelon,8577.336,34.723
112.888,28.668,50.861,29.627,91.166,235.812,muskmelon,5658.393,25.893
120.921,7.464,52.514,29.451,90.508,182.329,muskmelon,7361.126,28.898
100.037,29.717,51.438,29.505,89.74,234.164,muskmelon,9022.44,33.252
96.237,2.166,39.825,27.018,91.608,112.55,muskmelon,8554.178,32.591
86.966,18.308,49.9,27.241,93.951,113.094,muskmelon,8590.829,31.93
84.232,11.317,56.914,29.463,92.326,184.226,muskmelon,8232.574,25.931
107.539,14.919,47.293,29.0,92.328,212.737,muskmelon,7948.778,34.039
87.376,10.436,51.846,30.517,92.637,145.951,muskmelon,7425.614,29.434
89.72,5.445,43.399,30.273,90.347,146.336,muskmelon,7793.473,23.806
88.785,11.735,45.881,29.671,93.866,162.312,muskmelon,7171.719,26.366
96.592,23.203,45.186,27.908,91.47,132.108,muskmelon,7291.576,18.115
109.477,22.097,54.866,28.968,88.59,181.505,muskmelon,7252.54,32.883
113.092,5.524,38.525,28.123,92.427,163.23,muskmelon,6589.518,33.425
117.472,19.387,53.954,28.028,93.489,202.233,muskmelon,6955.626,32.47
111.302,8.142,51.985,27.034,89.205,139.171,muskmelon,6172.682,24.735
97.769,3.052,52.278,29.115,90.986,129.14,muskmelon,9444.102,29.354
116.024,12.734,46.45,28.005,92.931,153.658,muskmelon,8806.884,30.01
110.596,2.001,55.176,30.245,95.414,149.05,muskmelon,8466.06,36.303
99.719,22.662,50.026,29.702,94.284,202.075,muskmelon,8430.265,23.415
114.403,17.561,49.438,27.752,95.875,164.242,muskmelon,7590.18,26.492
92.075,25.287,47.09,28.096,92.475,143.362,muskmelon,6786.881,29.236
99.666,21.82,46.78,28.177,91.241,190.916,muskmelon,8701.92,39.16
111.874,6.848,44.287,27.996,94.153,128.975,muskmelon,7949.5,34.584
88.476,19.998,54.136,26.823,92.73,130.169,muskmelon,8672.198,27.474
85.556,18.425,42.258,26.866,90.503,115.868,muskmelon,8263.964,33.102
102.786,21.652,44.735,30.142,93.595,173.04,muskmelon,9130.628,28.347
101.778,26.712,59.139,27.732,92.032,211.43,muskmelon,7533.763,29.166
84.216,11.921,50.11,26.677,94.402,93.347,muskmelon,7833.745,30.357
109.539,17.996,59.401,27.24,94.906,117.955,muskmelon,8407.52,21.24
113.7,16.733,63.259,27.683,92.782,146.301,muskmelon,7985.669,28.203
93.701,26.657,56.335,29.494,94.436,189.496,muskmelon,8159.522,29.991
115.603,29.218,47.517,29.404,88.835,254.916,muskmelon,8169.647,23.044
87.522,20.797,51.241,29.074,94.051,133.878,muskmelon,8421.157,29.808
83.264,15.979,51.064,27.195,92.421,93.196,muskmelon,9754.12,26.526
86.27,5.952,51.515,29.423,90.761,165.431,muskmelon,9435.442,38.914
87.474,22.542,53.166,28.004,94.683,126.781,muskmelon,6850.532,35.551
119.475,30.912,50.469,29.604,91.594,283.439,muskmelon,7499.434,31.455
108.1,17.429,49.192,26.792,90.174,119.299,muskmelon,7528.202,29.713
108.695,10.296,52.141,29.835,93.652,188.256,muskmelon,7400.985,34.767
120.096,22.561,53.337,27.892,92.793,132.911,muskmelon,5612.327,32.125
106.859,6.506,47.606,27.807,91.801,131.735,muskmelon,6476.159,36.772
93.691,25.898,50.814,29.038,96.187,145.395,muskmelon,6811.265,30.223
81.659,24.346,49.516,30.035,93.531,169.982,muskmelon,9864.089,34.67
118.011,8.369,45.353,29.134,91.375,183.765,muskmelon,9372.882,29.034
115.699,7.563,55.605,28.97,88.113,201.831,muskmelon,6413.705,42.907
93.425,18.533,51.973,26.542,91.984,132.978,muskmelon,9473.558,26.905
97.67,14.576,52.504,29.569,93.094,192.281,muskmelon,8707.005,37.954
119.945,27.935,58.61,29.55,94.52,218.159,muskmelon,9430.895,30.623
87.015,21.739,55.28,27.885,93.066,132.379,muskmelon,6962.167,32.973
94.467,24.56,46.863,29.405,91.13,186.671,muskmelon,7772.732,26.532
108.681,3.901,52.302,27.204,93.942,133.988,muskmelon,8912.282,24.302
102.16,13.626,51.778,27.69,92.573,163.078,muskmelon,9085.275,28.87
99.912,29.053,43.548,27.774,88.966,149.737,muskmelon,8059.893,36.563
116.434,29.671,53.827,28.697,88.868,188.794,muskmelon,9281.657,26.867
95.36,11.123,54.115,29.231,90.528,197.121,muskmelon,9375.318,41.411
119.613,19.604,52.15,27.664,91.871,202.637,muskmelon,7987.971,30.798
120.053,15.131,55.271,27.913,89.352,213.204,muskmelon,8041.568,26.491
117.83,10.436,55.183,28.696,90.847,215.228,muskmelon,8307.246,36.614
125.047,18.736,50.296,28.555,91.251,198.561,muskmelon,5133.269,31.822
105.019,14.777,47.59,28.113,92.245,206.0,muskmelon,7281.619,29.612
103.876,26.558,45.767,28.822,89.906,221.216,muskmelon,9881.642,31.778
85.338,19.779,47.002,27.33,91.512,123.292,muskmelon,8713.366,27.869
108.756,14.31,52.554,29.439,93.937,167.818,muskmelon,8840.141,30.894
125.166,10.394,45.859,29.564,92.026,178.696,muskmelon,8554.852,33.129
117.748,2.57,51.971,28.315,90.283,161.494,muskmelon,9128.274,34.859
109.049,6.85,46.005,29.526,96.27,129.588,muskmelon,8122.016,19.011
107.114,19.922,43.765,29.194,89.56,208.395,muskmelon,8905.935,31.037
86.876,22.927,54.043,26.703,96.165,102.592,muskmelon,6659.916,28.348
91.012,7.705,49.832,30.004,90.254,133.639,muskmelon,8198.602,38.278
94.795,7.894,58.419,28.227,91.786,124.709,muskmelon,8586.517,35.57
81.762,16.62,50.332,27.792,94.393,147.736,muskmelon,7630.888,29.973
89.204,10.934,48.14,29.04,90.059,168.98,muskmelon,7665.856,26.64
86.185,16.594,49.769,27.129,94.791,115.908,muskmelon,8417.002,37.132
82.658,13.616,46.685,27.151,93.563,110.331,muskmelon,8423.442,32.915
79.556,23.211,54.569,30.482,89.846,184.241,muskmelon,7354.771,31.106
93.925,10.937,44.588,27.163,92.934,116.473,muskmelon,8145.338,32.74
81.409,12.773,54.893,29.374,91.787,133.729,muskmelon,7110.186,29.514
90.191,20.993,41.557,30.516,89.08,187.026,muskmelon,8802.481,36.404
116.42,32.157,48.135,29.901,88.426,241.873,muskmelon,7618.104,30.44
89.504,28.877,43.666,29.946,93.085,151.147,muskmelon,7465.374,30.584
109.525,12.516,53.815,27.051,93.329,164.984,muskmelon,7670.903,31.651
108.642,25.837,52.441,27.208,92.807,184.612,muskmelon,7391.178,29.96
93.06,16.413,47.606,28.91,89.99,145.546,muskmelon,6796.351,26.433
99.655,21.549,48.101,26.736,92.603,140.245,muskmelon,8691.837,23.955
118.876,20.795,51.604,27.484,93.61,160.67,muskmelon,6416.322,35.319
83.633,17.164,56.448,30.366,89.249,180.007,muskmelon,7073.474,30.154
85.725,10.584,48.587,28.923,94.861,135.796,muskmelon,7632.8,28.234
90.681,15.322,50.41,26.573,91.041,108.947,muskmelon,7803.622,30.071
85.095,29.815,50.69,30.214,91.106,189.102,muskmelon,7367.033,24.501
97.851,10.803,56.273,29.621,95.584,184.48,muskmelon,7940.823,37.972
